Jenis Kelamin,Umur,Wilayah,Tanggapan,Tanggapan_Final,text_clean,topic_number,topic_id,topic_label,topic_probability
Perempuan,15 sampai 17 tahun,Tapteng,saya merasakan pasca bencana banjr keadaan ekonommi keuangan keluarga kami menjadi terhambat karena akses jalan tertutup di daerah anggoli kami sekeluarga sudah pasrah ada pun bantuan itulah yang kami cukupcukupkan untuk bertahan hidup,rasa pasca bencana banjr ada ekonommi uang keluarga jadi hambat akses jalan tutup daerah anggoli keluarga pasrah pun bantu yang cukupcukupkan tahan hidup,rasa pasca bencana banjr ekonommi uang keluarga hambat akses tutup daerah anggoli keluarga pasrah pun bantu cukupcukupkan tahan hidup,1,0,Kehilangan & Trauma Keluarga,0.4433
Perempuan,15 sampai 17 tahun,Tapteng,saat banjir terjadi yang saya rasakan adalah rasa ketakutan dan kegelisahaan dan sampai saat ini masih ada ketakutan tentang banjir bandang terjadi,banjir jadi saya rasa rasa takut kegelisahaan sampai ini ada takut banjir bandang jadi,banjir rasa rasa takut kegelisahaan sampai takut banjir bandang,2,1,Ketakutan & Dampak Banjir,0.9453
Perempuan,15 sampai 17 tahun,Tapteng,perasaan saya saat banjir terjadi adalah cemas takut khawatir gelisah sedih dan bngung,asa saat banjir jadi cemas takut khawatir gelisah sedih bngung,asa banjir cemas takut khawatir gelisah sedih bngung,2,1,Ketakutan & Dampak Banjir,0.6168
Perempuan,15 sampai 17 tahun,Tapteng,ekonomi orang tua menurun selama bencana,ekonomi orang tua turun lama bencana,ekonomi orang tua turun bencana,2,1,Ketakutan & Dampak Banjir,0.897
Perempuan,15 sampai 17 tahun,Tapteng,bahan makanan susah dan semua pada mahalmahal,bahan makan susah semua mahalmahal,bahan makan susah semua mahalmahal,7,6,Kebutuhan Makan & Aktivitas Fisik,0.4375
Perempuan,15 sampai 17 tahun,Tapteng,perasaan saya saat banjir sedang awal banjir saya merasa cemas dan takut karena genangan air yang hampir malam kian tinggi bercampur dengan gelondongan kayukayu kecil dan sedang yang datang dari belakang rumah ditambah dengan campuran air dan lumpur,asa saat banjir sedang awal banjir rasa cemas takut genang air hampir malam kian tinggi campur gelondong kayukayu kecil sedang datang belakang rumah tambah campur air lumpur,asa banjir sedang banjir rasa cemas takut genang air hampir kian tinggi campur gelondong kayukayu kecil sedang datang belakang rumah tambah campur air lumpur,2,1,Ketakutan & Dampak Banjir,0.4675
Perempuan,15 sampai 17 tahun,Tapteng,semenjak bencana kebun nenek saya rusak dan tumbangsawitnya dan saat itu saya sedih karena harapan satusatunya kebun sawt itulah untuk melanjutkan pendidikan saya dan akhirnya saya tidak lanjut kuliah,semenjak bencana kebun nenek rusak tumbangsawitnya saat sedih harap satusatunya kebun sawt untuk lanjut didik dan akhir saya tidak lanjut kuliah,semenjak bencana kebun nenek rusak tumbangsawitnya sedih harap satusatunya kebun sawt lanjut didik lanjut kuliah,3,2,Kerusakan Rumah & Bantuan,0.5179
Perempuan,15 sampai 17 tahun,Tapteng,pada saat banjir saya sangat sedih gelisah dan ketakutan karena saya sangat merasakan dampak dari bencana banjir karena posisinya saya dengan keluarga telah terkepung banjir tersebut dan menyebabkan rumah saya hanyut dan seluruh isinya,saat banjir sangat sedih gelisah takut sangat rasa dampak bencana banjir posisi dengan keluarga kepung banjir sebut sebab rumah saya hanyut seluruh isi,banjir sedih gelisah takut rasa dampak bencana banjir posisi keluarga kepung banjir sebut sebab rumah hanyut seluruh isi,2,1,Ketakutan & Dampak Banjir,0.8769
Perempuan,15 sampai 17 tahun,Tapteng,setelah banjir saya gelisah memikirkan keluarga yang terkena longsor dan tidak punya tempat tinggal lagi,banjir gelisah pikir keluarga kena longsor tidak punya tempat tinggal,banjir gelisah pikir keluarga kena longsor tempat tinggal,6,5,Bencana & Kehilangan Tempat Tinggal,0.414
Perempuan,15 sampai 17 tahun,Tapteng,saat banjir datang banyak genangan air banyak yang merenggut nyawa melihat banyaknya lumpur dan pohonpohon tumbang,banjir datang banyak genang air banyak renggut nyawa lihat banyak lumpur pohonpohon tumbang,banjir datang genang air renggut nyawa lihat lumpur pohonpohon tumbang,2,1,Ketakutan & Dampak Banjir,0.7165
Perempuan,15 sampai 17 tahun,Tapteng,dari lingkungan yang banyaknya pohon dan tanaman kini mati karena bencana tapi semua yang saya lhat adalah bahwa kita jangan lagi mengotori lngkungan karena sudah cukuplah bencana banjr yang melanda cinta lingkungan sehat,lingkung banyak pohon tanam kini mati bencana semua saya lhat bahwa jangan kotor lngkungan sudah cukup bencana banjr landa cinta lingkung sehat,lingkung pohon tanam kini mati bencana semua lhat bahwa jangan kotor lngkungan cukup bencana banjr landa cinta lingkung sehat,2,1,Ketakutan & Dampak Banjir,0.5899
Perempuan,15 sampai 17 tahun,Tapteng,yang berubah saya lihat yaitu dulunya kami memiliki tempat tinggal sendiri dan sekarang telah tidak ada lag dan yang dulunya kami bisa sekolah disekolah yang layak tapi sekarang menjadi belajar di posko,ubah lihat milik tempat tinggal sendiri sekarang tidak lag dulunya kami sekolah seko yang layak sekarang jadi ajar posko,ubah lihat milik tempat tinggal sendiri sekarang lag dulunya sekolah seko layak sekarang ajar posko,5,4,Dampak Pendidikan & Tempat Tidur,0.3108
Perempuan,15 sampai 17 tahun,Tapteng,melhat orang disekitar hampir seperti kehilangan harapan situas yang tegang tanah yang biasanya saat pagi terada lembab saat itu di penuh air kotor barangbarang yang terbawa arus banjir orangorang dewasa yang berusaha melawan arus demi sedikit harapan sedikit demi sedikit satu persatu tempat yang awalnya untuk berteduh tempat yang awalnya terasa nyaman terpaksa ditinggal sementara hanya untuk keselamatan setelah arus itu membawa segala yang tidak seharusnya ia bawa di penuhi dengan tatapan penuh rasa gelisah bagaimana keadaan selanjutnya akan dilalui jika tempat sudah tidak seperti biasanya dinding yang sudah penuh dengan lumpur lantai yang licin dan kotor harapan itu hanya sedikit,melhat orang sekitar hampir hilang harap situas tegang tanah biasa pagi terada lembab penuh air kotor barangbarang bawa arus banjir orangorang dewasa usaha lawan arus sedikit harap sedikit sedikit satu satu tempat awal teduh tempat awal asa nyaman paksa tinggal hanya selamat arus bawa segala tidak ia bawa penuh tatap penuh rasa gelisah bagaimana ada lanjut lalu tempat tidak biasa dinding sudah penuh lumpur lantai licin kotor harap itu hanya sedikit,melhat orang sekitar hampir hilang harap situas tegang tanah biasa terada lembab penuh air kotor barangbarang bawa arus banjir orangorang dewasa usaha lawan arus sedikit harap sedikit sedikit satu satu tempat teduh tempat asa nyaman paksa tinggal hanya selamat arus bawa segala bawa penuh tatap penuh rasa gelisah bagaimana lanjut tempat biasa dinding penuh lumpur lantai licin kotor harap hanya sedikit,3,2,Kerusakan Rumah & Bantuan,0.446
Perempuan,15 sampai 17 tahun,Tapteng,kondisi lingkungan yang dipenuhi pasir dan lumpur disepanjang jalan maupun rumah setelah sebelumnya sangat bersih tanpa adanya pasir dan lumpur,kondisi lingkung penuh pasir lumpur panjang jalan maupun rumah belum sangat bersih ada pasir lumpur,kondisi lingkung penuh pasir lumpur panjang maupun rumah bersih pasir lumpur,4,3,Kebersihan & Aktivitas Pemulihan,0.9286
Perempuan,15 sampai 17 tahun,Tapteng,setelah banjir bandang terjadi sangat banyak yang berubah banyak rumah yang hancur termaksud sekolah kami yang hancur jadi kami sekolah pun sangat darurat sekali orangorang yang kehilangan rumahnya harus rela mengungsi diposko pengungsi,banjir bandang jadi sangat banyak ubah banyak rumah hancur maksud sekolah hancur jadi sekolah sangat darurat sekali orangorang yang hilang rumah rela ungsi diposko ungsi,banjir bandang ubah rumah hancur maksud sekolah hancur sekolah darurat sekali orangorang hilang rumah rela ungsi diposko ungsi,2,1,Ketakutan & Dampak Banjir,0.4142
Perempuan,15 sampai 17 tahun,Tapteng,sesudah banjir saya melihat lngkungan saya semakin kotor dan sampah ada dimanamana,banjir lihat lngkungan makin kotor sampah dimanamana,banjir lihat lngkungan makin kotor sampah dimanamana,2,1,Ketakutan & Dampak Banjir,0.8971
Perempuan,15 sampai 17 tahun,Tapteng,ketika banjir terjadi perubahan yang terjadi antara lain keadaan sekitar yang sudah hancur bangunan yang bagus jadi jelek pepohonann bertumbangan air jernih menjadi jorok dan perumahan yang roboh dan hancur,banjir jadi ubah jadi lain ada hancur bangun bagus jadi jelek pepohonann tumbang air jernih jadi jorok rumah yang roboh hancur,banjir ubah hancur bangun bagus jelek pepohonann tumbang air jernih jorok rumah roboh hancur,3,2,Kerusakan Rumah & Bantuan,0.7294
Perempuan,15 sampai 17 tahun,Tapteng,dari sebelum terjadinya banjir yang berubah yaitu tempat yang dulunya ndah berkumpul bersama kami tidak ada lagi karena habis di terjang oelh arus banjir yang kuat yang menyebabkan tempat lain rusak parah,belum jadi banjir ubah tempat dulunya ndah kumpul sama tidak lagi habis terjang oelh arus banjir kuat sebab tempat rusak parah,banjir ubah tempat dulunya ndah kumpul habis terjang oelh arus banjir kuat sebab tempat rusak parah,5,4,Dampak Pendidikan & Tempat Tidur,0.3597
Perempuan,15 sampai 17 tahun,Tapteng,dulu desa kami sangat indah pemandangan yang bagus tetapi sekarang semuanya hancur total akibat diterjang banjir bandang,dulu desa sangat indah pandang bagus sekarang semua hancur total akibat terjang banjir bandang,dulu desa indah pandang bagus sekarang semua hancur total akibat terjang banjir bandang,2,1,Ketakutan & Dampak Banjir,0.5014
Perempuan,15 sampai 17 tahun,Tapteng,sesudah terjadi banjir dibeberapa bulan yang lalu yaitu banyak rumah saudara yang rusak karena banjir dan karena pohonpohon yang tumbang akibat longsor,jadi banjir beberapa bulan lalu banyak rumah saudara rusak banjir karena pohonpohon tumbang akibat longsor,banjir beberapa bulan rumah saudara rusak banjir pohonpohon tumbang akibat longsor,2,1,Ketakutan & Dampak Banjir,0.5937
Perempuan,15 sampai 17 tahun,Tapteng,saya melihat orangtua jadi susah mencari pekerjaan dan tempattempat sekitar pada rusak akibat banjir,lihat orangtua jadi susah cari kerja tempattempat pada rusak akibat banjir,lihat orangtua susah cari kerja tempattempat rusak akibat banjir,2,1,Ketakutan & Dampak Banjir,0.3998
Perempuan,15 sampai 17 tahun,Tapteng,saya melhat perubahaan yang ada di lingkungan seperti adanya kegiatan atau kebersamaan antara sesama saling membantu dalam keadaan susah dan bisa bertemu lagi dengan temanteman dan keluarga dalam keadaan sehat,melhat perubahaan ada lingkung ada giat sama sama saling bantu ada susah bisa temu dengan temanteman keluarga ada sehat,melhat perubahaan lingkung giat saling bantu susah temu temanteman keluarga sehat,3,2,Kerusakan Rumah & Bantuan,0.3154
Perempuan,15 sampai 17 tahun,Tapteng,yang saya dengar terjadi pada saat bencana ada beberapa saudara yang menjadi korban jiwa akibat terjadinya longsor,saya dengar jadi saat bencana beberapa saudara jadi korban jiwa akibat jadi longsor,dengar bencana beberapa saudara korban jiwa akibat longsor,1,0,Kehilangan & Trauma Keluarga,0.9286
Perempuan,15 sampai 17 tahun,Tapteng,saya dengar tentang mikirkan tempat tinggal untuk bernaung karena rumah kami telah hancur dengan adanya bencana,dengar mikirkan tempat tinggal naung rumah telah hancur ada bencana,dengar mikirkan tempat tinggal naung rumah telah hancur bencana,3,2,Kerusakan Rumah & Bantuan,0.5808
Perempuan,15 sampai 17 tahun,Tapteng,saya dengar setelah bencana ini adalah adanya keluarga yang kehilangan rumah dan juga banyaknya korban jiwa di berbagai tempat atau daerah,dengar bencana adalah ada keluarga hilang rumah juga banyak korban jiwa bagai tempat daerah,dengar bencana adalah keluarga hilang rumah korban jiwa bagai tempat daerah,1,0,Kehilangan & Trauma Keluarga,0.8536
Perempuan,15 sampai 17 tahun,Tapteng,saya dengar bagaimana kondisi sekolah bagaimana nanti untuk melaksanakan ujian ukk dan ujian sekolah lainnya,dengar bagaimana kondisi sekolah bagaimana untuk laksana uji ukk uji sekolah lain,dengar bagaimana kondisi sekolah bagaimana laksana uji ukk uji sekolah,5,4,Dampak Pendidikan & Tempat Tidur,0.6029
Perempuan,15 sampai 17 tahun,Tapteng,saya dengar menurunnya sulit mendapat pekerjaan terhalang akibat bencana hilangnya rumah warga,dengar turun sulit dapat kerja halang akibat bencana hilang rumah warga,dengar turun sulit dapat kerja halang akibat bencana hilang rumah warga,4,3,Kebersihan & Aktivitas Pemulihan,0.5528
Perempuan,15 sampai 17 tahun,Tapteng,banyaknya rumahrumah yang rusak parah dan ada juga yang kehilangan banyak nyawa keluarga bahkan temanteman,banyak rumahrumah rusak parah ada yang hilang banyak nyawa keluarga bahkan temanteman,rumahrumah rusak parah hilang nyawa keluarga bahkan temanteman,5,4,Dampak Pendidikan & Tempat Tidur,0.4665
Perempuan,15 sampai 17 tahun,Tapteng,masih gelap tapi suara tekanan dari segala arah saling bersautan suara tangisan anakanak yang terasa memiluhkan suara derasnya hujan dan air yang saling menabrak tanah dan rumah sekitar arus yang memamerkan suaraa kerasnya dan betapa besarnya air pada saat itu orang dewasa anakanak dan remaja yang menyebut namanama yang mereka sayangi untuk salng menguatkan,gelap suara tekan segala arah saling saut suara tangis anakanak asa memiluhkan suara deras hujan air saling tabrak tanah rumah arus pamer suaraa keras betapa besar air saat orang dewasa anakanak remaja sebut namanama mereka sayang salng kuat,gelap suara tekan segala arah saling saut suara tangis anakanak asa memiluhkan suara deras hujan air saling tabrak tanah rumah arus pamer suaraa keras betapa besar air orang dewasa anakanak remaja sebut namanama sayang salng kuat,3,2,Kerusakan Rumah & Bantuan,0.7472
Perempuan,15 sampai 17 tahun,Tapteng,kekuirangan bahan pokok makanan apalagi air bersih yang paling di butuhkan masyarakat,kekuirangan bahan pokok makan air bersih paling butuh masyarakat,kekuirangan bahan pokok makan air bersih butuh masyarakat,4,3,Kebersihan & Aktivitas Pemulihan,0.5506
Perempuan,15 sampai 17 tahun,Tapteng,banyak yang kehilangan tempat tinggal rumah pada hancur yang paling mirisnya lagi kehilangan nyawa,banyak hilang tempat tinggal rumah hancur paling miris hilang nyawa,hilang tempat tinggal rumah hancur miris hilang nyawa,1,0,Kehilangan & Trauma Keluarga,0.4368
Perempuan,15 sampai 17 tahun,Tapteng,saya dengar selama bencana ini banyak orang yang mengeluh akibat bencana kemarin terutama soal tempat tinggal mereka yang banyak hancur dan kerusakan lainnya,dengar lama bencana banyak orang keluh akibat bencana kemarin utama soal tempat tinggal yang banyak hancur rusa lain,dengar bencana orang keluh akibat bencana kemarin utama soal tempat tinggal hancur rusa,4,3,Kebersihan & Aktivitas Pemulihan,0.295
Perempuan,15 sampai 17 tahun,Tapteng,kehilangan rumah akibat dibawa banjir dan kehilangan nyawa akibat longsor,hilang rumah akibat bawa banjir hilang nyawa akibat longsor,hilang rumah akibat bawa banjir hilang nyawa akibat longsor,1,0,Kehilangan & Trauma Keluarga,0.6187
Perempuan,15 sampai 17 tahun,Tapteng,saya dengar setelah banjir bandang terjadi banyak orang yang mengeluh tentang betapa sakitnya yang terjadi saat bencana karena mereka harus kehilangan keluarga ataupun rumahrumah mereka,dengar banjir bandang jadi banyak orang keluh betapa sakit jadi bencana hilang keluarga atau rumahrumah mereka,dengar banjir bandang orang keluh betapa sakit bencana hilang keluarga rumahrumah,1,0,Kehilangan & Trauma Keluarga,0.3939
Perempuan,15 sampai 17 tahun,Tapteng,kehilangan nyawa,hilang nyawa,hilang nyawa,1,0,Kehilangan & Trauma Keluarga,0.8158
Perempuan,15 sampai 17 tahun,Tapteng,saya dengarkan banyaknya yang kehilangan rumah kehilangan orang tersayang contohnya korban bencana banjir ekonomi yang mulai tidak membaik,dengar banyak hilang rumah hilang orang sayang contoh korban bencana banjir ekonomi mulai baik,dengar hilang rumah hilang orang sayang contoh korban bencana banjir ekonomi,2,1,Ketakutan & Dampak Banjir,0.4917
Perempuan,15 sampai 17 tahun,Tapteng,kalau dikasih kesempatan untuk bertemu saudara jauh kalau tentang makanan atau minuman tidak berkekurangan dan semuanya makanan dan minuman sudah bisa bergantian dan makanan bergizi,kalau kasih sempat temu saudara jauh kalau makan minum rang semua makan minum bisa ganti makan gizi,kasih sempat temu saudara jauh makan minum rang semua makan minum ganti makan gizi,3,2,Kerusakan Rumah & Bantuan,0.4031
Perempuan,15 sampai 17 tahun,Tapteng,saya mau cerita kepada pak prabowo karena saya sedih tidak dapat lanjut kuliah karena kebun sawit rusak orangtua jadi tidak sanggup biayain selama bulan hampir setiap hari makan indomie,mau cerita pak prabowo saya sedih dapat lanjut kuliah kebun sawit rusak orangtua jadi sanggup biayain lama bulan hampir hari makan indomie,cerita pak prabowo sedih dapat lanjut kuliah kebun sawit rusak orangtua sanggup biayain bulan hampir makan indomie,2,1,Ketakutan & Dampak Banjir,0.2937
Perempuan,15 sampai 17 tahun,Tapteng,memanggil nama mereka yang salng menyayangi mengucapkan katakata permohonan kepada sang pencipta meneriakkan apapun yang mereka rasakan dengan suara sedih dan senduh,panggil nama salng sayang ucap katakata mohon sang cipta teriak apa yang mereka rasa suara sedih senduh,panggil nama salng sayang ucap katakata mohon sang cipta teriak apa rasa suara sedih senduh,1,0,Kehilangan & Trauma Keluarga,0.5864
Perempuan,15 sampai 17 tahun,Tapteng,setelah banjir saya mau ketemu dengan kakak saya mau menceritakan tentang bahan makanan yang mulai menipis dan bahanbahan yang mau dibeli pun tidak ada di jual karena bencana alam,banjir mau ketemu kakak mau cerita bahan makan mulai tip bahanbahan mau beli tidak di jual bencana alam,banjir ketemu kakak cerita bahan makan tip bahanbahan beli jual bencana alam,7,6,Kebutuhan Makan & Aktivitas Fisik,0.3353
Perempuan,15 sampai 17 tahun,Tapteng,saya rasakan selama bencana ni saya merasakan makanan yang selama bencana ini saya konsumsi kurang sehat dikarenakan semuanya serba instan dan juga disaat itu kami kesusahan atau kekurangan air bersih,rasa lama bencana ni rasa makan lama bencana saya konsumsi kurang sehat karena semua serba instan juga saat kami susah kurang air bersih,rasa bencana rasa makan bencana konsumsi kurang sehat semua serba instan susah kurang air bersih,7,6,Kebutuhan Makan & Aktivitas Fisik,0.6463
Perempuan,15 sampai 17 tahun,Tapteng,saya ingin bertemu dengan bapak bupati pasca banjir tapteng makanan yang kami makan hanya indomie telur itupun makanannya kurang sehat tapi apalah daya kami terpaksa memakannya agar bisa bertahan hidup,ingin temu bapak bupati pasca banjir tapteng makan makan indomie telur itu makan kurang sehat apa daya kami paksa makan bisa tahan hidup,ingin temu bapak bupati pasca banjir tapteng makan makan indomie telur makan kurang sehat apa daya paksa makan tahan hidup,7,6,Kebutuhan Makan & Aktivitas Fisik,0.9679
Perempuan,15 sampai 17 tahun,Tapteng,untuk kesempatan bertemu saya ingin bertemu pemerintah kota dan daerah yang dikonsumsi seminggu kemarin yaitu makanan instan rasanya bosan,sempat temu ingin temu perintah kota daerah konsumsi minggu kemarin makan instan rasa bosan,sempat temu ingin temu perintah kota daerah konsumsi kemarin makan instan rasa bosan,1,0,Kehilangan & Trauma Keluarga,0.6483
Perempuan,15 sampai 17 tahun,Tapteng,orang yang mau diketemui pemerintah dan orang yang mempunyai jabatan tentang warga negar makanan yang dikonsumsi belum dapat mbg jadi tidak tahu rasanya,orang mau ketemu perintah orang punya jabat warga negar makan konsumsi dapat mbg jadi tahu rasa,orang ketemu perintah orang jabat warga negar makan konsumsi dapat mbg tahu rasa,8,7,Keluhan Fisik & Kesehatan,0.3804
Perempuan,15 sampai 17 tahun,Tapteng,selama bencana kemarin makanmakanan yang kurang sehat karna bahan pangan semua pada naik dan untuk air minum kami juga susah karna air juga mati,lama bencana kemarin makanmakanan kurang sehat karna bahan pangan semua naik untuk air minum susah karna air juga mati,bencana kemarin makanmakanan kurang sehat bahan pangan semua naik air minum susah air mati,7,6,Kebutuhan Makan & Aktivitas Fisik,0.4841
Perempuan,15 sampai 17 tahun,Tapteng,saudara atau keluarga jauh untuk menceritakan kondisi saat banjir dan setelah banjir makanan minggu terakhir ikan laut telur sayur dikarena pada saat banjir hampir satu minggu makan mie instan,saudara keluarga jauh cerita kondisi banjir telah banjir makan minggu akhir ikan laut telur sayur karena saat banjir hampir satu minggu makan mie instan,saudara keluarga jauh cerita kondisi banjir telah banjir makan ikan laut telur sayur banjir hampir satu makan mie instan,7,6,Kebutuhan Makan & Aktivitas Fisik,0.6271
Perempuan,15 sampai 17 tahun,Tapteng,saudara jauh atau keluarga saya saya ingin menceritakan yang saya rasakan saat bencana makanan minggu terakhir yang ituitu saja telur dan kadang ikan,saudara jauh keluarga saya cerita saya rasa bencana makan minggu akhir ituitu telur kadang ikan,saudara jauh keluarga cerita rasa bencana makan ituitu telur kadang ikan,7,6,Kebutuhan Makan & Aktivitas Fisik,0.5404
Perempuan,15 sampai 17 tahun,Tapteng,saya rasakan selama bencana kemarin saya merasa makanan yang saya konsumsi kurang sehat karena makanannya serba instan dan juga air pada saat itu susah,rasa lama bencana kemarin rasa makan saya konsumsi kurang sehat makan serba instan juga air saat susah,rasa bencana kemarin rasa makan konsumsi kurang sehat makan serba instan air susah,7,6,Kebutuhan Makan & Aktivitas Fisik,0.8124
Perempuan,15 sampai 17 tahun,Tapteng,setelah banjir bandang terjadi persediaan makanan kami sangat kritis kami harus berhemathemat dan makan telur dan intermi kalau saya diberi kesempatan saya ingin bertemu dengan pak prabowo karna saya ingin menceritakan tentang kondisi kami,banjir bandang jadi sedia makan sangat kritis harus berhemathemat makan telur intermi kalau beri sempat ingin temu pak prabowo karna ingin cerita kondisi,banjir bandang sedia makan kritis harus berhemathemat makan telur intermi beri sempat ingin temu pak prabowo ingin cerita kondisi,7,6,Kebutuhan Makan & Aktivitas Fisik,0.4702
Perempuan,15 sampai 17 tahun,Tapteng,setelah terjadi banjir badan saya capek dan lemas akibat membersihkan rumah yang terkenak banjir,jadi banjir badan capek lemas akibat bersih rumah nak banjir,banjir badan capek lemas akibat bersih rumah banjir,4,3,Kebersihan & Aktivitas Pemulihan,0.732
Perempuan,15 sampai 17 tahun,Tapteng,saya merasakan badan saya semua sakit karena pada saat kejadian banjir posisinya hujan lebat dan kami disitu tidak ada perlindungan setelah dari kejadian itu badan saya sakit,rasa badan semua sakit pada jadi banjir posisi hujan lebat kami situ ada lindung dari jadi badan sakit,rasa badan semua sakit banjir posisi hujan lebat situ lindung badan sakit,8,7,Keluhan Fisik & Kesehatan,0.6977
Perempuan,15 sampai 17 tahun,Tapteng,bahu saya terasa capek lelah karena setiap hari menimba air sumur,bahu asa capek lelah tiap hari timba air sumur,bahu asa capek lelah tiap timba air sumur,4,3,Kebersihan & Aktivitas Pemulihan,0.9286
Perempuan,15 sampai 17 tahun,Tapteng,pegalpegal pada badan dikarenakan harus mengambil air dari rumah tetangga karena sumur sudah terisi oleh lumpur sehingga tidak bisa mengambil,pegalpegal badan karena ambil air rumah tetangga sumur isi lumpur tidak ambil,pegalpegal badan ambil air rumah tetangga sumur isi lumpur ambil,4,3,Kebersihan & Aktivitas Pemulihan,0.4262
Perempuan,15 sampai 17 tahun,Tapteng,saya merasakan selama banjir kemarin bahu dan badan saya cape dan lelah karena kesulitan mengangkat air bersih untuk dipakai di rumah,rasa lama banjir kemarin bahu badan cape lelah sulit angkat air bersih pakai rumah,rasa banjir kemarin bahu badan cape lelah sulit angkat air bersih pakai rumah,4,3,Kebersihan & Aktivitas Pemulihan,0.4855
Perempuan,15 sampai 17 tahun,Tapteng,terasa sakit berat lelah seperti menahan beban yang mungkin tak seharusnya saat itu dirasakan rasa sakit yang tak seperti biasa yang harus ditahan karena keadaan dan situasi memaksa harus sanggup merasakannya,asa sakit berat lelah tahan beban mungkin tak saat rasa rasa sakit tak biasa tahan ada situasi paksa harus sanggup rasa,asa sakit berat lelah tahan beban mungkin tak rasa rasa sakit tak biasa tahan situasi paksa harus sanggup rasa,8,7,Keluhan Fisik & Kesehatan,0.9607
Perempuan,15 sampai 17 tahun,Tapteng,capek pegal pusng karena membersihkan rumah yang kenak lumpur mulai dari mencangkul menyorong menyekop memtumbilang selama minggu tiada henti dari pagisore,capek pegal pusng bersih rumah nak lumpur mulai cangkul sorong sekop memtumbilang lama minggu tiada henti pagisore,capek pegal pusng bersih rumah lumpur cangkul sorong sekop memtumbilang pagisore,4,3,Kebersihan & Aktivitas Pemulihan,0.7337
Perempuan,15 sampai 17 tahun,Tapteng,setelah terjadi banjir bandang terjadi yang saya rasakan adalah badan saya terasa sakit gatalgatal terus saya juga kurang enak badan kepala pusing,jadi banjir bandang jadi rasa badan asa sakit gatalgatal terus saya juga kurang enak badan kepala pusing,banjir bandang rasa badan asa sakit gatalgatal kurang enak badan kepala pusing,8,7,Keluhan Fisik & Kesehatan,0.7355
Perempuan,15 sampai 17 tahun,Tapteng,yang dirasakan bahu yaitu sakit capek pegal karena membersihkan rumah sendiri dan membantu memebrshkan rumah orang lain,rasa bahu sakit capek pegal bersih rumah sendiri bantu memebrshkan rumah orang,rasa bahu sakit capek pegal bersih rumah sendiri bantu memebrshkan rumah orang,4,3,Kebersihan & Aktivitas Pemulihan,0.4554
Perempuan,15 sampai 17 tahun,Tapteng,dari awal banjir sampai sekarang badan terasa lelah dan capek karena membersihkan rumah dari lumpur yang tebal,awal banjir sekarang badan asa lelah capek bersih rumah lumpur tebal,banjir sekarang badan asa lelah capek bersih rumah lumpur tebal,4,3,Kebersihan & Aktivitas Pemulihan,0.9493
Perempuan,15 sampai 17 tahun,Tapteng,capek dan sekaranf tidsk terlalu sudah lega dengan semua karena semua yang kita rasakan bencana yang pertama kali jadi capek banget,capek sekaranf tidsk terlalu lega semua semua kita rasa bencana pertama kali jadi capek banget,capek tidsk terlalu lega semua semua rasa bencana pertama capek,8,7,Keluhan Fisik & Kesehatan,0.9204
Perempuan,15 sampai 17 tahun,Tapteng,capek karna selama bencana air mati jadi tiap hari mengangkat air untuk dijadikan air minum dan untuk mandi,capek karna lama bencana air mati jadi tiap hari angkat air jadi air minum untuk mandi,capek bencana air mati tiap angkat air air minum mandi,2,1,Ketakutan & Dampak Banjir,0.3841
Perempuan,15 sampai 17 tahun,Tapteng,saya merasakan pegalpegal kelelahan setelah kejadian banjir,rasa pegalpegal lelah jadi banjir,rasa pegalpegal lelah banjir,8,7,Keluhan Fisik & Kesehatan,0.5705
Perempuan,15 sampai 17 tahun,Tapteng,perasaan terjadinya banjir sudah pasti sedih kenapa ya karena banjir membuat saya kebingungan atau susah dalam melanjutkan sekolah saya banyak impian yang mungkn buat saya bimbang dalam menentukan gimana kelanjutan sekolah,asa jadi banjir pasti sedih ya banjir buat bingung susah lanjut sekolah banyak impi mungkn buat bimbang tentu gimana lanjut sekolah,asa banjir pasti sedih banjir bingung susah lanjut sekolah impi mungkn bimbang tentu gimana lanjut sekolah,5,4,Dampak Pendidikan & Tempat Tidur,0.6771
Perempuan,15 sampai 17 tahun,Tapteng,saya rasakan yaitu kecemasan risau dikarenakan putusnya alat komunikasi atau transportasi saya merasa sedih karena tidak bisa berkomunikasi kepada keluarga yang jauh,rasa cemas risau karena putus alat komunikasi transportasi rasa sedih tidak komunikasi keluarga jauh,rasa cemas risau putus alat komunikasi transportasi rasa sedih komunikasi keluarga jauh,1,0,Kehilangan & Trauma Keluarga,0.7711
Perempuan,15 sampai 17 tahun,Tapteng,sedih melihat kondisi lingkungan sedih pada saat banyaknya mendengar sampai ada yang meninggal dan kondisi perekonomian,sedih lihat kondisi lingkung sedih saat banyak dengar ada tinggal kondisi ekonomi,sedih lihat kondisi lingkung sedih dengar tinggal kondisi ekonomi,2,1,Ketakutan & Dampak Banjir,0.8559
Perempuan,15 sampai 17 tahun,Tapteng,trauma karna bencana ini pertama kali terjadi seperti ini dan banyak memakan korban dan kehilangan keluarga dan juga kehilangan tempat tinggal,trauma karna bencana pertama kali jadi ini banyak makan korban hilang keluarga juga hilang tempat tinggal,trauma bencana pertama makan korban hilang keluarga hilang tempat tinggal,1,0,Kehilangan & Trauma Keluarga,0.556
